img_fn	human_readable_label	loss_val	n_queries	top_organism_label	top_object_label	dist
ILSVRC2012_val_00000062.png	Kerry_blue_terrier	1.74136	inf	Kerry_blue_terrier	sewing_machine	20.00000
ILSVRC2012_val_00000063.png	jellyfish	-3.01318	1	goldfish	tray	18.01590
ILSVRC2012_val_00000064.png	green_lizard	1.17144	inf	green_lizard	power_drill	20.00000
ILSVRC2012_val_00000066.png	eel	0.04332	inf	eel	coral_reef	20.00000
ILSVRC2012_val_00000067.png	tusker	4.40986	inf	Indian_elephant	palace	20.00000
ILSVRC2012_val_00000072.png	dugong	1.40211	inf	dugong	piggy_bank	19.99996
ILSVRC2012_val_00000073.png	kite	-0.53421	2	sulphur-crested_cockatoo	bubble	19.42400
ILSVRC2012_val_00000075.png	black_grouse	4.64602	inf	black_grouse	volleyball	19.99905
ILSVRC2012_val_00000077.png	Rhodesian_ridgeback	2.92111	inf	Rhodesian_ridgeback	muzzle	20.00000
ILSVRC2012_val_00000078.png	African_hunting_dog	2.74666	inf	Great_Dane	muzzle	20.00000
ILSVRC2012_val_00000079.png	otterhound	-0.01246	204	otterhound	tennis_ball	20.00000
ILSVRC2012_val_00000082.png	Afghan_hound	0.06572	inf	Afghan_hound	feather_boa	20.00000
ILSVRC2012_val_00000084.png	water_snake	-0.02513	63	mantis	paintbrush	19.99745
ILSVRC2012_val_00000087.png	siamang	-0.77982	1	three-toed_sloth	chain	17.52362
ILSVRC2012_val_00000088.png	spotted_salamander	-0.14373	23	sea_anemone	bubble	19.97271
ILSVRC2012_val_00000090.png	American_alligator	2.20925	inf	whiptail	pinwheel	19.99999
ILSVRC2012_val_00000091.png	white_wolf	2.76891	inf	white_wolf	dogsled	19.99864
ILSVRC2012_val_00000092.png	Madagascar_cat	3.20973	inf	langur	cradle	19.99980
ILSVRC2012_val_00000093.png	gorilla	-0.08145	87	gorilla	mask	19.99935
ILSVRC2012_val_00000095.png	macaque	3.55799	inf	macaque	screwdriver	19.99694
ILSVRC2012_val_00000097.png	wood_rabbit	3.37390	inf	wood_rabbit	piggy_bank	20.00000
ILSVRC2012_val_00000098.png	dowitcher	3.28203	inf	red-backed_sandpiper	red_wine	20.00000
ILSVRC2012_val_00000100.png	bighorn	-0.02274	170	bighorn	valley	19.99375
ILSVRC2012_val_00000102.png	Rhodesian_ridgeback	-0.04723	104	Rhodesian_ridgeback	tennis_ball	20.00000
ILSVRC2012_val_00000105.png	silky_terrier	-0.10652	26	silky_terrier	wig	19.96183
ILSVRC2012_val_00000107.png	harvestman	-0.16590	21	harvestman	spider_web	19.94247
ILSVRC2012_val_00000111.png	American_lobster	-0.05639	152	American_lobster	plate	19.99583
ILSVRC2012_val_00000113.png	kelpie	3.65697	inf	Doberman	muzzle	20.00000
ILSVRC2012_val_00000115.png	Ibizan_hound	-0.15145	9	beagle	toyshop	19.74857
ILSVRC2012_val_00000124.png	rock_beauty	2.11282	inf	puffer	coral_reef	19.99880
ILSVRC2012_val_00000125.png	grasshopper	-0.52056	32	cabbage_butterfly	hip	19.98160
ILSVRC2012_val_00000127.png	impala	-0.01926	29	impala	lakeside	19.90604
ILSVRC2012_val_00000128.png	bald_eagle	1.52752	inf	jacamar	worm_fence	19.99923
ILSVRC2012_val_00000130.png	Persian_cat	-0.28601	125	Persian_cat	feather_boa	19.96055
ILSVRC2012_val_00000133.png	hyena	3.77738	inf	hyena	coffeepot	19.99989
ILSVRC2012_val_00000134.png	Doberman	-1.32183	8	Doberman	croquet_ball	19.94829
ILSVRC2012_val_00000136.png	warthog	-0.17133	27	electric_ray	bubble	19.97955
ILSVRC2012_val_00000138.png	sea_urchin	0.04038	inf	sea_urchin	cardoon	20.00000
ILSVRC2012_val_00000141.png	bloodhound	-1.46356	1	pug	shower_curtain	17.42352
ILSVRC2012_val_00000142.png	sea_urchin	1.61427	inf	sea_urchin	coral_reef	19.99925
ILSVRC2012_val_00000147.png	toy_poodle	4.16837	inf	toy_poodle	toyshop	20.00000
ILSVRC2012_val_00000153.png	common_iguana	6.12942	inf	common_iguana	cassette_player	19.99596
ILSVRC2012_val_00000154.png	sea_slug	4.67136	inf	sea_slug	balance_beam	19.99355
ILSVRC2012_val_00000156.png	coyote	2.90311	inf	kit_fox	meat_loaf	19.99901
ILSVRC2012_val_00000157.png	red_fox	5.81172	inf	red_fox	monitor	19.99985
ILSVRC2012_val_00000161.png	Irish_setter	1.28376	inf	Airedale	tennis_ball	20.00000
ILSVRC2012_val_00000170.png	toy_terrier	3.54695	inf	toy_terrier	tennis_ball	20.00000
ILSVRC2012_val_00000172.png	English_setter	-0.34928	85	tabby	bubble	19.97911
ILSVRC2012_val_00000174.png	Great_Pyrenees	3.26244	inf	kuvasz	piggy_bank	20.00000
ILSVRC2012_val_00000176.png	miniature_schnauzer	3.68213	inf	miniature_schnauzer	joystick	19.99998
ILSVRC2012_val_00000177.png	red-backed_sandpiper	5.83943	inf	red-backed_sandpiper	water_bottle	20.00000
ILSVRC2012_val_00000178.png	Eskimo_dog	2.52095	inf	Eskimo_dog	dogsled	20.00000
ILSVRC2012_val_00000179.png	sorrel	1.14801	inf	sorrel	oxcart	19.99980
ILSVRC2012_val_00000180.png	Shetland_sheepdog	-0.01043	138	collie	feather_boa	19.98916
ILSVRC2012_val_00000181.png	skunk	-0.45651	8	skunk	maraca	19.91431
ILSVRC2012_val_00000186.png	snow_leopard	1.26141	inf	Great_Dane	wool	19.99996
ILSVRC2012_val_00000188.png	coyote	-0.24438	102	timber_wolf	comic_book	19.99499
ILSVRC2012_val_00000189.png	platypus	-3.81546	1	ant	shower_curtain	18.45766
ILSVRC2012_val_00000191.png	American_Staffordshire_terrier	0.04283	inf	American_Staffordshire_terrier	piggy_bank	19.99895
ILSVRC2012_val_00000195.png	Dungeness_crab	3.38231	inf	rock_crab	safe	19.99413
ILSVRC2012_val_00000196.png	lionfish	3.23904	inf	lionfish	pinwheel	19.99477
ILSVRC2012_val_00000198.png	bulbul	-0.05794	49	hummingbird	bubble	19.96710
ILSVRC2012_val_00000200.png	gyromitra	4.01028	inf	gyromitra	mushroom	19.99999
ILSVRC2012_val_00000203.png	Bouvier_des_Flandres	-0.40308	42	Bouvier_des_Flandres	poncho	19.95422
ILSVRC2012_val_00000206.png	proboscis_monkey	1.15073	inf	lorikeet	hip	20.00000
ILSVRC2012_val_00000207.png	albatross	-0.02463	111	baboon	oxygen_mask	19.98631
ILSVRC2012_val_00000211.png	Siamese_cat	2.22594	inf	Siamese_cat	tub	20.00000
ILSVRC2012_val_00000217.png	bulbul	1.95634	inf	bulbul	worm_fence	19.99646
ILSVRC2012_val_00000218.png	wolf_spider	3.00859	inf	wolf_spider	hip	20.00000
ILSVRC2012_val_00000220.png	pug	1.93846	inf	French_bulldog	custard_apple	20.00000
ILSVRC2012_val_00000224.png	Irish_setter	1.65259	inf	Irish_setter	tennis_ball	20.00000
ILSVRC2012_val_00000225.png	European_fire_salamander	5.08430	inf	European_fire_salamander	barbell	19.99963
ILSVRC2012_val_00000227.png	Brittany_spaniel	-0.12371	188	Brittany_spaniel	tennis_ball	19.99859
ILSVRC2012_val_00000228.png	Ibizan_hound	-0.94369	1	Eskimo_dog	dogsled	16.41599
ILSVRC2012_val_00000229.png	mud_turtle	-0.01425	161	mud_turtle	shower_cap	19.99152
ILSVRC2012_val_00000231.png	hermit_crab	-1.85794	1	hermit_crab	bubble	18.37954
ILSVRC2012_val_00000233.png	snow_leopard	6.23427	inf	snow_leopard	traffic_light	19.99971
ILSVRC2012_val_00000236.png	goldfish	-1.58133	17	sea_slug	bubble	19.39274
ILSVRC2012_val_00000237.png	English_foxhound	3.28001	inf	English_foxhound	paintbrush	19.99946
ILSVRC2012_val_00000238.png	king_crab	0.02745	inf	king_crab	ear	20.00000
ILSVRC2012_val_00000242.png	gorilla	-0.11103	10	tusker	bubble	19.63843
ILSVRC2012_val_00000245.png	hermit_crab	-0.06103	168	hermit_crab	bathtub	19.99698
ILSVRC2012_val_00000246.png	bighorn	-0.03012	126	bighorn	bubble	19.98902
ILSVRC2012_val_00000247.png	junco	2.96373	inf	indigo_bunting	fig	20.00000
ILSVRC2012_val_00000248.png	Staffordshire_bullterrier	5.07001	inf	Staffordshire_bullterrier	tennis_ball	20.00000
ILSVRC2012_val_00000255.png	scuba_diver	-3.38424	1	scuba_diver	monitor	18.77106
ILSVRC2012_val_00000258.png	eft	2.30273	inf	eft	cliff	19.99680
ILSVRC2012_val_00000262.png	goldfish	-0.08020	152	electric_ray	coral_reef	19.99836
ILSVRC2012_val_00000263.png	Saluki	4.20415	inf	Great_Dane	dial_telephone	19.99782
ILSVRC2012_val_00000269.png	Siberian_husky	-0.29444	10	kuvasz	carousel	19.84620
ILSVRC2012_val_00000273.png	skunk	-2.45533	2	skunk	quill	18.81948
ILSVRC2012_val_00000276.png	eft	0.66814	inf	eft	acorn	19.99902
ILSVRC2012_val_00000278.png	bee_eater	4.22213	inf	bee_eater	coral_reef	20.00000
ILSVRC2012_val_00000279.png	Dandie_Dinmont	-0.11126	19	Bouvier_des_Flandres	wool	19.82034
ILSVRC2012_val_00000283.png	Persian_cat	-0.07847	84	Persian_cat	teddy	19.93441
ILSVRC2012_val_00000293.png	tench	-0.07619	117	tench	bubble	20.00000
ILSVRC2012_val_00000297.png	frilled_lizard	-0.67190	1	electric_ray	bubble	18.85053
ILSVRC2012_val_00000298.png	green_mamba	3.51033	inf	green_mamba	knot	20.00000
ILSVRC2012_val_00000299.png	trilobite	-0.13426	49	chiton	bubble	19.97669
ILSVRC2012_val_00000300.png	Saluki	1.78998	inf	Saluki	feather_boa	20.00000
ILSVRC2012_val_00000301.png	sea_cucumber	-0.13354	3	sea_slug	coral_reef	19.70626
ILSVRC2012_val_00000303.png	tiger	5.64711	inf	leopard	yawl	20.00000
ILSVRC2012_val_00000304.png	coral_fungus	4.18685	inf	coral_fungus	coral_reef	19.98770
ILSVRC2012_val_00000306.png	water_buffalo	-0.38527	16	water_buffalo	canoe	19.93291
ILSVRC2012_val_00000307.png	goldfish	3.95881	inf	goldfish	coral_reef	20.00000
ILSVRC2012_val_00000312.png	barracouta	-0.27129	128	tiger_shark	wing	19.97482
ILSVRC2012_val_00000316.png	eel	4.52772	inf	eel	coral_reef	20.00000
ILSVRC2012_val_00000318.png	great_grey_owl	3.00643	inf	great_grey_owl	parking_meter	19.99945
ILSVRC2012_val_00000319.png	echidna	-0.06565	298	echidna	swab	20.00000
ILSVRC2012_val_00000322.png	skunk	-0.11785	27	skunk	bubble	19.99896
ILSVRC2012_val_00000323.png	grey_fox	3.40878	inf	grey_fox	pinwheel	20.00000
ILSVRC2012_val_00000324.png	sea_snake	-0.16267	7	nematode	bubble	19.89875
ILSVRC2012_val_00000326.png	black-footed_ferret	-0.21366	22	black-footed_ferret	bubble	19.95671
ILSVRC2012_val_00000327.png	black-and-tan_coonhound	2.95880	inf	bloodhound	bulletproof_vest	19.99414
ILSVRC2012_val_00000328.png	kite	3.47419	inf	kite	parking_meter	20.00000
ILSVRC2012_val_00000329.png	cock	-0.04561	22	cock	swing	19.83056
ILSVRC2012_val_00000333.png	pug	-0.06313	59	wombat	spindle	19.97396
ILSVRC2012_val_00000337.png	night_snake	4.26945	inf	rock_python	doormat	19.99975
ILSVRC2012_val_00000340.png	titi	4.14797	inf	macaque	rifle	20.00000
ILSVRC2012_val_00000341.png	groom	-0.03172	64	groom	kimono	19.99993
ILSVRC2012_val_00000342.png	dung_beetle	1.54924	inf	dung_beetle	coral_reef	20.00000
ILSVRC2012_val_00000343.png	llama	-0.09214	78	llama	carousel	20.00000
ILSVRC2012_val_00000348.png	cheetah	5.42197	inf	cheetah	poncho	20.00000
ILSVRC2012_val_00000350.png	Boston_bull	1.57653	inf	Chihuahua	tennis_ball	20.00000
ILSVRC2012_val_00000355.png	chow	3.25851	inf	chow	tennis_ball	20.00000
ILSVRC2012_val_00000356.png	flamingo	3.37290	inf	black_stork	lakeside	20.00000
ILSVRC2012_val_00000361.png	tiger_beetle	5.64906	inf	tiger_beetle	kimono	20.00000
ILSVRC2012_val_00000362.png	box_turtle	-0.13569	68	box_turtle	shower_cap	19.99744
ILSVRC2012_val_00000363.png	bittern	3.21658	inf	bittern	carousel	20.00000
ILSVRC2012_val_00000370.png	coucal	0.83243	inf	hummingbird	beer_bottle	19.99782
ILSVRC2012_val_00000371.png	brain_coral	3.67603	inf	brain_coral	coral_reef	20.00000
ILSVRC2012_val_00000375.png	Labrador_retriever	1.15734	inf	Labrador_retriever	tennis_ball	20.00000
ILSVRC2012_val_00000379.png	cairn	-0.00475	154	Bouvier_des_Flandres	rain_barrel	19.99289
ILSVRC2012_val_00000383.png	komondor	-0.08017	133	komondor	tobacco_shop	19.98718
ILSVRC2012_val_00000386.png	jellyfish	0.09762	inf	jellyfish	bubble	19.99986
ILSVRC2012_val_00000389.png	crane	-0.35699	10	spoonbill	lakeside	19.44098
ILSVRC2012_val_00000390.png	bittern	3.76986	inf	bittern	CD_player	20.00000
ILSVRC2012_val_00000391.png	Norfolk_terrier	3.62165	inf	Norfolk_terrier	golf_ball	19.99890
ILSVRC2012_val_00000393.png	Shetland_sheepdog	2.61143	inf	Pomeranian	tennis_ball	20.00000
ILSVRC2012_val_00000395.png	garden_spider	0.90749	inf	garden_spider	spider_web	20.00000
ILSVRC2012_val_00000396.png	tarantula	-0.00818	30	goldfish	bubble	19.98732
ILSVRC2012_val_00000398.png	Madagascar_cat	-3.85214	1	white_stork	maypole	18.49525
ILSVRC2012_val_00000399.png	standard_poodle	4.73497	inf	miniature_poodle	tennis_ball	20.00000
ILSVRC2012_val_00000401.png	black-footed_ferret	2.55106	inf	black-footed_ferret	rule	20.00000
ILSVRC2012_val_00000404.png	loggerhead	-0.04422	164	loggerhead	bubble	19.91575
ILSVRC2012_val_00000405.png	Scottish_deerhound	2.27722	inf	hyena	poncho	20.00000
ILSVRC2012_val_00000407.png	ant	0.90508	inf	ant	honeycomb	20.00000
ILSVRC2012_val_00000409.png	white_wolf	4.29089	inf	Samoyed	dogsled	20.00000
ILSVRC2012_val_00000411.png	Scotch_terrier	-0.46097	1	Scotch_terrier	strawberry	17.73780
ILSVRC2012_val_00000414.png	indigo_bunting	-0.40580	175	hummingbird	hip	19.96442
ILSVRC2012_val_00000415.png	drake	1.54621	inf	drake	lakeside	20.00000
ILSVRC2012_val_00000418.png	dragonfly	-0.35498	5	damselfly	paintbrush	19.64703
ILSVRC2012_val_00000420.png	bee_eater	-0.03122	98	bee_eater	bubble	19.99972
ILSVRC2012_val_00000424.png	Afghan_hound	0.07317	inf	Afghan_hound	maypole	20.00000
ILSVRC2012_val_00000425.png	toy_poodle	4.02390	inf	miniature_poodle	tennis_ball	20.00000
ILSVRC2012_val_00000429.png	Kerry_blue_terrier	-0.13557	7	Bouvier_des_Flandres	bubble	19.87037
ILSVRC2012_val_00000436.png	miniature_schnauzer	-0.00057	67	Bouvier_des_Flandres	plastic_bag	20.00000
ILSVRC2012_val_00000439.png	bulbul	2.99338	inf	bulbul	oxygen_mask	19.99960
ILSVRC2012_val_00000440.png	Scotch_terrier	-1.44838	54	Scotch_terrier	feather_boa	19.99370
ILSVRC2012_val_00000441.png	otterhound	2.40375	inf	otterhound	tennis_ball	20.00000
ILSVRC2012_val_00000444.png	ibex	6.60800	inf	ibex	vault	20.00000
ILSVRC2012_val_00000446.png	skunk	1.09996	inf	papillon	spider_web	20.00000
ILSVRC2012_val_00000447.png	skunk	0.14328	inf	skunk	quill	20.00000
ILSVRC2012_val_00000450.png	Great_Pyrenees	1.42875	inf	Labrador_retriever	tennis_ball	19.99985
ILSVRC2012_val_00000456.png	water_buffalo	-0.44923	7	hippopotamus	fountain	19.72752
ILSVRC2012_val_00000457.png	Maltese_dog	-0.23284	1	Maltese_dog	feather_boa	18.29632
ILSVRC2012_val_00000462.png	Japanese_spaniel	-0.01698	245	Japanese_spaniel	pinwheel	20.00000
ILSVRC2012_val_00000466.png	black_swan	3.80522	inf	black_swan	iron	20.00000
ILSVRC2012_val_00000470.png	redshank	5.34448	inf	redshank	croquet_ball	20.00000
ILSVRC2012_val_00000471.png	common_iguana	4.51173	inf	common_iguana	cauliflower	19.99881
ILSVRC2012_val_00000472.png	gyromitra	-0.24980	101	gyromitra	bubble	20.00000
ILSVRC2012_val_00000474.png	Sealyham_terrier	4.83590	inf	Sealyham_terrier	plastic_bag	20.00000
ILSVRC2012_val_00000476.png	magpie	-0.07127	88	black_stork	snorkel	19.99722
ILSVRC2012_val_00000478.png	hog	0.14818	inf	hog	butcher_shop	19.99973
ILSVRC2012_val_00000480.png	black-footed_ferret	5.28798	inf	polecat	kimono	20.00000
ILSVRC2012_val_00000481.png	giant_panda	-0.01530	65	weasel	bubble	19.92415
ILSVRC2012_val_00000486.png	baboon	-0.00841	65	hummingbird	mousetrap	19.99338
ILSVRC2012_val_00000487.png	cougar	0.96910	inf	cougar	chainlink_fence	19.99999
ILSVRC2012_val_00000492.png	albatross	-0.13791	21	water_ouzel	bubble	19.99339
ILSVRC2012_val_00000495.png	proboscis_monkey	3.28941	inf	proboscis_monkey	seashore	20.00000
ILSVRC2012_val_00000496.png	grey_whale	-0.42971	2	grey_whale	snorkel	19.53313
ILSVRC2012_val_00000498.png	common_newt	3.16050	inf	common_newt	cucumber	19.99881
ILSVRC2012_val_00000500.png	otterhound	1.63494	inf	Irish_wolfhound	measuring_cup	20.00000
ILSVRC2012_val_00000501.png	white_wolf	-0.01577	22	white_wolf	bubble	19.98764
ILSVRC2012_val_00000502.png	fox_squirrel	4.52180	inf	fox_squirrel	ear	20.00000
ILSVRC2012_val_00000507.png	kuvasz	-0.00323	199	kelpie	bathing_cap	20.00000
ILSVRC2012_val_00000509.png	groom	-3.61785	1	hog	gondola	17.00088
ILSVRC2012_val_00000510.png	leaf_beetle	1.89818	inf	ladybug	hip	20.00000
ILSVRC2012_val_00000511.png	Walker_hound	4.15703	inf	Walker_hound	cellular_telephone	19.99999
ILSVRC2012_val_00000512.png	king_snake	4.58282	inf	king_snake	container_ship	19.99908
ILSVRC2012_val_00000517.png	red_fox	6.32608	inf	kit_fox	monitor	19.99579
ILSVRC2012_val_00000518.png	mongoose	-0.21265	5	goldfish	maze	19.71490
ILSVRC2012_val_00000520.png	marmoset	4.52572	inf	marmoset	window_shade	20.00000
ILSVRC2012_val_00000523.png	common_iguana	5.30040	inf	common_iguana	pick	19.99991
ILSVRC2012_val_00000524.png	cocker_spaniel	2.53514	inf	cocker_spaniel	muzzle	19.99983
ILSVRC2012_val_00000528.png	black_grouse	-0.12459	161	black_grouse	soccer_ball	19.88273
ILSVRC2012_val_00000529.png	scuba_diver	-0.29804	58	scuba_diver	coral_reef	19.94248
ILSVRC2012_val_00000530.png	timber_wolf	-0.14199	66	Scottish_deerhound	dogsled	19.93775
ILSVRC2012_val_00000531.png	Greater_Swiss_Mountain_dog	4.49892	inf	Greater_Swiss_Mountain_dog	pencil_sharpener	19.99583
ILSVRC2012_val_00000533.png	schipperke	-0.10510	32	Angora	bubble	19.93082
ILSVRC2012_val_00000536.png	chow	0.98666	inf	chow	tennis_ball	20.00000
ILSVRC2012_val_00000539.png	Sussex_spaniel	3.86885	inf	Sussex_spaniel	thresher	20.00000
ILSVRC2012_val_00000541.png	Komodo_dragon	-2.69029	1	electric_ray	bubble	18.85220
ILSVRC2012_val_00000545.png	killer_whale	1.04728	inf	killer_whale	paddle	19.99441
ILSVRC2012_val_00000546.png	slug	-0.04658	87	snail	ocarina	19.99986
ILSVRC2012_val_00000547.png	goose	4.80259	inf	goose	tray	20.00000
ILSVRC2012_val_00000548.png	oystercatcher	-0.01219	126	hummingbird	bubble	19.99619
ILSVRC2012_val_00000551.png	yellow_lady's_slipper	-0.44242	138	jellyfish	bubble	19.94151
ILSVRC2012_val_00000552.png	water_buffalo	-0.49138	85	water_buffalo	bathing_cap	19.99454
ILSVRC2012_val_00000553.png	chimpanzee	3.75510	inf	chimpanzee	traffic_light	20.00000
ILSVRC2012_val_00000565.png	guinea_pig	-0.27101	1	Italian_greyhound	lab_coat	18.78448
ILSVRC2012_val_00000570.png	goldfinch	1.32565	inf	goldfinch	hip	20.00000
ILSVRC2012_val_00000576.png	partridge	5.44626	inf	partridge	worm_fence	20.00000
ILSVRC2012_val_00000577.png	bittern	-0.19093	44	prairie_chicken	pinwheel	19.77631
ILSVRC2012_val_00000578.png	dugong	-0.85220	13	dugong	bubble	19.83459
ILSVRC2012_val_00000581.png	sulphur_butterfly	-0.79228	44	mantis	bubble	19.96847
ILSVRC2012_val_00000585.png	mongoose	-0.21640	115	meerkat	feather_boa	19.99748
ILSVRC2012_val_00000588.png	Irish_terrier	1.00701	inf	Maltese_dog	candle	20.00000
ILSVRC2012_val_00000590.png	Samoyed	-0.46680	31	Shetland_sheepdog	bubble	19.95147
ILSVRC2012_val_00000592.png	American_black_bear	-0.13266	163	sloth_bear	valley	19.96869
ILSVRC2012_val_00000593.png	spoonbill	-0.05777	45	crane	bubble	19.98530
ILSVRC2012_val_00000594.png	Appenzeller	3.20189	inf	Greater_Swiss_Mountain_dog	pillow	19.99771
ILSVRC2012_val_00000597.png	Indian_elephant	1.47279	inf	Indian_elephant	poncho	19.97997
ILSVRC2012_val_00000599.png	beagle	3.78604	inf	beagle	dumbbell	20.00000
ILSVRC2012_val_00000600.png	leopard	5.88677	inf	jaguar	carousel	20.00000
ILSVRC2012_val_00000603.png	kelpie	2.37759	inf	Border_collie	tennis_ball	19.99990
ILSVRC2012_val_00000604.png	dingo	3.50819	inf	chow	head_cabbage	20.00000
ILSVRC2012_val_00000609.png	grey_whale	-0.38804	112	grey_whale	wreck	19.99180
ILSVRC2012_val_00000610.png	jaguar	5.89598	inf	jaguar	traffic_light	20.00000
ILSVRC2012_val_00000612.png	Norwich_terrier	0.19934	inf	cairn	bubble	20.00000
ILSVRC2012_val_00000613.png	Blenheim_spaniel	4.27754	inf	Blenheim_spaniel	wig	20.00000
ILSVRC2012_val_00000617.png	hamster	4.60210	inf	hamster	broccoli	19.99998
ILSVRC2012_val_00000618.png	sulphur_butterfly	0.84027	inf	sulphur_butterfly	pomegranate	20.00000
ILSVRC2012_val_00000625.png	ladybug	5.50542	inf	ladybug	hip	19.99327
ILSVRC2012_val_00000628.png	echidna	0.53036	inf	sea_urchin	coral_reef	20.00000
ILSVRC2012_val_00000635.png	boxer	-0.30321	13	boxer	muzzle	19.91363
ILSVRC2012_val_00000638.png	bulbul	4.93140	inf	bulbul	worm_fence	20.00000
ILSVRC2012_val_00000639.png	damselfly	-0.73811	36	damselfly	bubble	19.91973
ILSVRC2012_val_00000642.png	guinea_pig	-0.00688	155	wombat	mousetrap	19.99438
ILSVRC2012_val_00000643.png	clumber	1.55295	inf	clumber	tennis_ball	20.00000
ILSVRC2012_val_00000644.png	hare	-0.19327	34	hare	plastic_bag	19.97271
ILSVRC2012_val_00000648.png	crane	-0.12649	225	crane	bubble	19.98879
ILSVRC2012_val_00000650.png	leopard	2.95206	inf	leopard	steel_arch_bridge	20.00000
ILSVRC2012_val_00000651.png	brambling	0.37156	inf	junco	spotlight	19.99967
ILSVRC2012_val_00000655.png	wallaby	2.22475	inf	hyena	bonnet	20.00000
ILSVRC2012_val_00000657.png	giant_panda	-0.21928	27	giant_panda	piggy_bank	19.89686
ILSVRC2012_val_00000658.png	keeshond	1.52640	inf	Pekinese	feather_boa	20.00000
ILSVRC2012_val_00000661.png	hog	0.15995	inf	English_setter	tennis_ball	20.00000
ILSVRC2012_val_00000665.png	English_springer	5.19017	inf	English_springer	tennis_ball	19.97758
ILSVRC2012_val_00000668.png	Chesapeake_Bay_retriever	1.71919	inf	English_setter	tennis_ball	19.99474
ILSVRC2012_val_00000669.png	isopod	3.15994	inf	isopod	bonnet	19.99831
ILSVRC2012_val_00000672.png	Border_collie	0.86174	inf	Border_collie	bubble	19.98022
ILSVRC2012_val_00000675.png	marmot	4.51670	inf	marmot	wig	20.00000
ILSVRC2012_val_00000679.png	tick	3.18962	inf	barn_spider	spider_web	20.00000
ILSVRC2012_val_00000683.png	green_lizard	1.77889	inf	common_iguana	head_cabbage	19.99754
ILSVRC2012_val_00000685.png	wood_rabbit	3.40347	inf	wood_rabbit	mousetrap	20.00000
ILSVRC2012_val_00000688.png	rock_python	0.56855	inf	gar	ballpoint	19.99998
ILSVRC2012_val_00000689.png	chiton	5.66584	inf	chiton	coil	20.00000
ILSVRC2012_val_00000690.png	white_stork	4.80842	inf	white_stork	consomme	19.99982
ILSVRC2012_val_00000692.png	rhinoceros_beetle	1.82218	inf	long-horned_beetle	cliff	20.00000
