img_fn	human_readable_label	loss_val	n_queries	top_organism_label	top_object_label	dist
ILSVRC2012_val_00000102.png	Rhodesian_ridgeback	3.10431	inf	American_Staffordshire_terrier	tennis_ball	20.00000
ILSVRC2012_val_00000105.png	silky_terrier	-0.03526	3	Yorkshire_terrier	wig	19.68311
ILSVRC2012_val_00000107.png	harvestman	-0.01565	114	barn_spider	spider_web	19.99100
ILSVRC2012_val_00000111.png	American_lobster	0.75027	inf	American_lobster	plate	20.00000
ILSVRC2012_val_00000113.png	kelpie	3.19000	inf	Great_Dane	muzzle	19.98813
ILSVRC2012_val_00000115.png	Ibizan_hound	-0.25221	166	basenji	bathtub	19.99328
ILSVRC2012_val_00000124.png	rock_beauty	2.24332	inf	puffer	coral_reef	19.99993
ILSVRC2012_val_00000125.png	grasshopper	-0.11568	9	cricket	hip	19.83310
ILSVRC2012_val_00000127.png	impala	-0.31295	129	impala	plow	19.99983
ILSVRC2012_val_00000128.png	bald_eagle	2.58298	inf	kite	joystick	19.99994
ILSVRC2012_val_00000130.png	Persian_cat	3.44246	inf	Persian_cat	feather_boa	20.00000
ILSVRC2012_val_00000133.png	hyena	3.10296	inf	hyena	balance_beam	19.97902
ILSVRC2012_val_00000134.png	Doberman	-0.02053	69	Staffordshire_bullterrier	croquet_ball	19.96413
ILSVRC2012_val_00000136.png	warthog	-0.11373	26	bullfrog	bubble	19.93411
ILSVRC2012_val_00000138.png	sea_urchin	0.02913	inf	sea_urchin	cardoon	20.00000
ILSVRC2012_val_00000141.png	bloodhound	-1.62746	1	dugong	piggy_bank	17.68943
ILSVRC2012_val_00000142.png	sea_urchin	0.83453	inf	sea_urchin	coral_reef	20.00000
ILSVRC2012_val_00000147.png	toy_poodle	0.09785	inf	toy_poodle	mitten	20.00000
ILSVRC2012_val_00000153.png	common_iguana	5.92944	inf	common_iguana	spotlight	19.99999
ILSVRC2012_val_00000154.png	sea_slug	2.79693	inf	sea_slug	coral_reef	20.00000
ILSVRC2012_val_00000156.png	coyote	4.66974	inf	dhole	meat_loaf	20.00000
ILSVRC2012_val_00000157.png	red_fox	5.06002	inf	red_fox	corkscrew	19.99986
ILSVRC2012_val_00000161.png	Irish_setter	1.07734	inf	Irish_setter	tennis_ball	19.99915
ILSVRC2012_val_00000170.png	toy_terrier	-0.05775	64	Italian_greyhound	bubble	19.92599
ILSVRC2012_val_00000172.png	English_setter	1.56911	inf	Leonberg	paintbrush	20.00000
ILSVRC2012_val_00000174.png	Great_Pyrenees	1.99886	inf	Great_Pyrenees	bubble	20.00000
ILSVRC2012_val_00000176.png	miniature_schnauzer	4.51321	inf	Scotch_terrier	muzzle	20.00000
ILSVRC2012_val_00000177.png	red-backed_sandpiper	2.70674	inf	red-backed_sandpiper	knee_pad	20.00000
ILSVRC2012_val_00000178.png	Eskimo_dog	3.18043	inf	Siberian_husky	dogsled	20.00000
ILSVRC2012_val_00000179.png	sorrel	-0.00780	294	sorrel	muzzle	19.99995
ILSVRC2012_val_00000180.png	Shetland_sheepdog	2.54293	inf	Shetland_sheepdog	oxcart	20.00000
ILSVRC2012_val_00000181.png	skunk	-0.07520	8	skunk	hair_spray	19.43223
ILSVRC2012_val_00000186.png	snow_leopard	-0.00380	150	snow_leopard	wool	19.98400
ILSVRC2012_val_00000188.png	coyote	0.08846	inf	dhole	feather_boa	20.00000
ILSVRC2012_val_00000189.png	platypus	-4.45652	1	goldfish	bubble	18.42813
ILSVRC2012_val_00000191.png	American_Staffordshire_terrier	3.27966	inf	bull_mastiff	coffeepot	19.99902
ILSVRC2012_val_00000195.png	Dungeness_crab	3.74296	inf	Dungeness_crab	artichoke	20.00000
ILSVRC2012_val_00000196.png	lionfish	4.15832	inf	lionfish	coral_reef	20.00000
ILSVRC2012_val_00000198.png	bulbul	-1.05105	29	jacamar	bubble	19.94066
ILSVRC2012_val_00000200.png	gyromitra	2.80771	inf	gyromitra	mushroom	19.99750
ILSVRC2012_val_00000203.png	Bouvier_des_Flandres	-0.12109	130	Bouvier_des_Flandres	pot	20.00000
ILSVRC2012_val_00000206.png	proboscis_monkey	1.29056	inf	proboscis_monkey	jackfruit	19.99837
ILSVRC2012_val_00000207.png	albatross	1.76523	inf	albatross	cardoon	20.00000
ILSVRC2012_val_00000211.png	Siamese_cat	4.26980	inf	Siamese_cat	carton	20.00000
ILSVRC2012_val_00000217.png	bulbul	3.12671	inf	bulbul	balance_beam	20.00000
ILSVRC2012_val_00000218.png	wolf_spider	2.76814	inf	barn_spider	spider_web	19.99998
ILSVRC2012_val_00000220.png	pug	-0.00129	206	bull_mastiff	custard_apple	19.99971
ILSVRC2012_val_00000224.png	Irish_setter	1.47517	inf	Irish_setter	tennis_ball	19.99973
ILSVRC2012_val_00000225.png	European_fire_salamander	3.22783	inf	European_fire_salamander	bubble	19.99432
ILSVRC2012_val_00000227.png	Brittany_spaniel	-0.05632	129	Brittany_spaniel	feather_boa	20.00000
ILSVRC2012_val_00000228.png	Ibizan_hound	-0.01160	4	kelpie	dogsled	19.69098
ILSVRC2012_val_00000229.png	mud_turtle	2.22758	inf	mud_turtle	magnetic_compass	20.00000
ILSVRC2012_val_00000231.png	hermit_crab	-7.33873	1	hermit_crab	umbrella	18.43702
ILSVRC2012_val_00000233.png	snow_leopard	6.31188	inf	snow_leopard	china_cabinet	20.00000
ILSVRC2012_val_00000236.png	goldfish	-0.35080	7	sea_slug	bubble	19.72960
ILSVRC2012_val_00000237.png	English_foxhound	3.45986	inf	English_foxhound	muzzle	19.99834
ILSVRC2012_val_00000238.png	king_crab	-0.09977	79	king_crab	ear	19.99573
ILSVRC2012_val_00000242.png	gorilla	-0.22206	76	baboon	milk_can	19.88718
ILSVRC2012_val_00000245.png	hermit_crab	0.82225	inf	hermit_crab	bubble	20.00000
ILSVRC2012_val_00000246.png	bighorn	3.01918	inf	bighorn	piggy_bank	19.99990
ILSVRC2012_val_00000247.png	junco	2.70162	inf	brambling	acorn	20.00000
ILSVRC2012_val_00000248.png	Staffordshire_bullterrier	3.84213	inf	American_Staffordshire_terrier	tennis_ball	20.00000
ILSVRC2012_val_00000255.png	scuba_diver	-1.03147	1	scuba_diver	snorkel	18.60826
ILSVRC2012_val_00000258.png	eft	5.20722	inf	eft	butternut_squash	19.99613
ILSVRC2012_val_00000262.png	goldfish	-0.08873	55	dugong	coral_reef	19.91037
ILSVRC2012_val_00000263.png	Saluki	0.94087	inf	Great_Dane	muzzle	20.00000
ILSVRC2012_val_00000269.png	Siberian_husky	-0.38469	30	kuvasz	bubble	19.99222
ILSVRC2012_val_00000273.png	skunk	-3.47032	2	scuba_diver	wine_bottle	18.44233
ILSVRC2012_val_00000276.png	eft	-0.02385	271	eft	acorn	19.99956
ILSVRC2012_val_00000278.png	bee_eater	3.52408	inf	bee_eater	custard_apple	20.00000
ILSVRC2012_val_00000279.png	Dandie_Dinmont	0.00661	inf	three-toed_sloth	wool	20.00000
ILSVRC2012_val_00000283.png	Persian_cat	-0.07766	17	hamster	teddy	19.97536
ILSVRC2012_val_00000293.png	tench	-0.60806	30	coho	mosquito_net	19.99852
ILSVRC2012_val_00000297.png	frilled_lizard	-0.69722	1	electric_ray	paintbrush	18.88045
ILSVRC2012_val_00000298.png	green_mamba	5.11048	inf	green_mamba	worm_fence	19.99998
ILSVRC2012_val_00000299.png	trilobite	-0.14885	10	chiton	bubble	19.84777
ILSVRC2012_val_00000300.png	Saluki	2.51403	inf	golden_retriever	tennis_ball	20.00000
ILSVRC2012_val_00000301.png	sea_cucumber	-0.44188	4	chiton	coral_reef	19.76652
ILSVRC2012_val_00000303.png	tiger	5.09800	inf	jaguar	teddy	20.00000
ILSVRC2012_val_00000304.png	coral_fungus	5.84135	inf	coral_fungus	coral_reef	19.98613
ILSVRC2012_val_00000306.png	water_buffalo	-0.53055	16	water_buffalo	valley	19.79111
ILSVRC2012_val_00000307.png	goldfish	3.72365	inf	goldfish	coral_reef	20.00000
ILSVRC2012_val_00000312.png	barracouta	1.53906	inf	hammerhead	coral_reef	19.99950
ILSVRC2012_val_00000316.png	eel	3.17800	inf	eel	coral_reef	19.99938
ILSVRC2012_val_00000318.png	great_grey_owl	2.34478	inf	great_grey_owl	screw	20.00000
ILSVRC2012_val_00000319.png	echidna	0.69994	inf	echidna	quill	20.00000
ILSVRC2012_val_00000322.png	skunk	-0.00409	189	axolotl	quill	19.99002
ILSVRC2012_val_00000323.png	grey_fox	2.95409	inf	grey_fox	corn	20.00000
ILSVRC2012_val_00000324.png	sea_snake	-0.29607	9	nematode	bubble	19.87516
ILSVRC2012_val_00000326.png	black-footed_ferret	-0.02331	24	black-footed_ferret	bubble	19.93145
ILSVRC2012_val_00000327.png	black-and-tan_coonhound	-0.05037	170	American_Staffordshire_terrier	muzzle	19.99996
ILSVRC2012_val_00000328.png	kite	2.44132	inf	kite	broom	19.99985
ILSVRC2012_val_00000329.png	cock	-0.03623	218	llama	carousel	19.93451
ILSVRC2012_val_00000333.png	pug	0.17201	inf	Chesapeake_Bay_retriever	nipple	20.00000
ILSVRC2012_val_00000337.png	night_snake	5.14231	inf	boa_constrictor	rugby_ball	19.99784
ILSVRC2012_val_00000340.png	titi	3.49671	inf	titi	poncho	19.99157
ILSVRC2012_val_00000341.png	groom	-0.02793	46	groom	steel_drum	19.97784
ILSVRC2012_val_00000342.png	dung_beetle	0.63146	inf	dung_beetle	croquet_ball	19.99443
ILSVRC2012_val_00000343.png	llama	-0.34806	17	llama	bow	19.90630
ILSVRC2012_val_00000348.png	cheetah	5.21105	inf	cheetah	caldron	20.00000
ILSVRC2012_val_00000350.png	Boston_bull	0.86397	inf	Chihuahua	tennis_ball	20.00000
ILSVRC2012_val_00000355.png	chow	5.06334	inf	chow	tennis_ball	20.00000
ILSVRC2012_val_00000356.png	flamingo	-0.09477	137	flamingo	bubble	19.99923
ILSVRC2012_val_00000361.png	tiger_beetle	4.41027	inf	tiger_beetle	bow	19.99782
ILSVRC2012_val_00000362.png	box_turtle	5.68491	inf	box_turtle	bow	20.00000
ILSVRC2012_val_00000363.png	bittern	3.39752	inf	bittern	harvester	20.00000
ILSVRC2012_val_00000370.png	coucal	3.84835	inf	black_grouse	projector	19.99759
ILSVRC2012_val_00000371.png	brain_coral	4.10184	inf	brain_coral	coral_reef	20.00000
ILSVRC2012_val_00000375.png	Labrador_retriever	1.09037	inf	German_short-haired_pointer	tennis_ball	19.99809
ILSVRC2012_val_00000379.png	cairn	-0.00135	115	Bouvier_des_Flandres	lawn_mower	20.00000
ILSVRC2012_val_00000383.png	komondor	-0.46447	136	komondor	swab	19.98977
ILSVRC2012_val_00000386.png	jellyfish	2.05516	inf	lionfish	coral_reef	20.00000
ILSVRC2012_val_00000389.png	crane	-0.69056	3	American_egret	lakeside	19.54944
ILSVRC2012_val_00000390.png	bittern	1.97961	inf	European_gallinule	artichoke	20.00000
ILSVRC2012_val_00000391.png	Norfolk_terrier	3.92174	inf	Tibetan_terrier	coil	19.99954
ILSVRC2012_val_00000393.png	Shetland_sheepdog	-0.04032	268	Shetland_sheepdog	muzzle	19.99926
ILSVRC2012_val_00000395.png	garden_spider	-0.17900	27	garden_spider	bubble	19.99082
ILSVRC2012_val_00000396.png	tarantula	-0.17942	114	tarantula	bubble	19.99887
ILSVRC2012_val_00000398.png	Madagascar_cat	-2.17345	1	hen	plastic_bag	18.61052
ILSVRC2012_val_00000399.png	standard_poodle	2.76063	inf	standard_poodle	teddy	20.00000
ILSVRC2012_val_00000401.png	black-footed_ferret	2.40502	inf	Persian_cat	magnetic_compass	20.00000
ILSVRC2012_val_00000404.png	loggerhead	0.45579	inf	loggerhead	bubble	20.00000
ILSVRC2012_val_00000405.png	Scottish_deerhound	4.51867	inf	Scottish_deerhound	ballpoint	20.00000
ILSVRC2012_val_00000407.png	ant	2.22511	inf	tiger_beetle	safety_pin	20.00000
ILSVRC2012_val_00000409.png	white_wolf	3.82417	inf	Samoyed	dogsled	20.00000
ILSVRC2012_val_00000411.png	Scotch_terrier	-0.37845	5	goldfish	bubble	19.82052
ILSVRC2012_val_00000414.png	indigo_bunting	-1.50211	47	hummingbird	bubble	19.95995
ILSVRC2012_val_00000415.png	drake	2.76801	inf	drake	lakeside	20.00000
ILSVRC2012_val_00000418.png	dragonfly	-0.21590	18	damselfly	screwdriver	19.69779
ILSVRC2012_val_00000420.png	bee_eater	-0.55874	23	bee_eater	bubble	19.99858
ILSVRC2012_val_00000424.png	Afghan_hound	0.26902	inf	Afghan_hound	maypole	19.99351
ILSVRC2012_val_00000425.png	toy_poodle	5.65506	inf	toy_poodle	bubble	20.00000
ILSVRC2012_val_00000429.png	Kerry_blue_terrier	-0.06951	221	Kerry_blue_terrier	bubble	20.00000
ILSVRC2012_val_00000436.png	miniature_schnauzer	-0.04846	211	standard_schnauzer	muzzle	20.00000
ILSVRC2012_val_00000439.png	bulbul	2.14874	inf	indigo_bunting	joystick	20.00000
ILSVRC2012_val_00000440.png	Scotch_terrier	-0.09416	161	Scotch_terrier	feather_boa	19.99208
ILSVRC2012_val_00000441.png	otterhound	2.86708	inf	Scottish_deerhound	barrow	20.00000
ILSVRC2012_val_00000444.png	ibex	3.41374	inf	ibex	oxcart	20.00000
ILSVRC2012_val_00000446.png	skunk	3.50669	inf	skunk	chain	20.00000
ILSVRC2012_val_00000447.png	skunk	1.55558	inf	mink	mousetrap	19.98142
ILSVRC2012_val_00000450.png	Great_Pyrenees	1.34044	inf	Labrador_retriever	tennis_ball	20.00000
ILSVRC2012_val_00000456.png	water_buffalo	-0.03882	35	water_buffalo	megalith	19.95962
ILSVRC2012_val_00000457.png	Maltese_dog	-0.02684	7	Maltese_dog	feather_boa	19.82353
ILSVRC2012_val_00000462.png	Japanese_spaniel	0.95258	inf	Japanese_spaniel	bubble	20.00000
ILSVRC2012_val_00000466.png	black_swan	4.19444	inf	black_swan	balance_beam	20.00000
ILSVRC2012_val_00000470.png	redshank	3.62854	inf	redshank	balance_beam	20.00000
ILSVRC2012_val_00000471.png	common_iguana	6.20080	inf	common_iguana	can_opener	19.99984
ILSVRC2012_val_00000472.png	gyromitra	5.17167	inf	gyromitra	mushroom	20.00000
ILSVRC2012_val_00000474.png	Sealyham_terrier	4.18145	inf	Sealyham_terrier	megalith	19.99889
ILSVRC2012_val_00000476.png	magpie	0.56075	inf	European_gallinule	lakeside	20.00000
ILSVRC2012_val_00000478.png	hog	-0.07745	292	hog	butcher_shop	20.00000
ILSVRC2012_val_00000480.png	black-footed_ferret	2.78185	inf	mink	mousetrap	20.00000
ILSVRC2012_val_00000481.png	giant_panda	-0.06279	76	ice_bear	ashcan	19.97421
ILSVRC2012_val_00000486.png	baboon	-0.05877	40	groenendael	bobsled	19.94864
ILSVRC2012_val_00000487.png	cougar	1.91887	inf	cougar	swab	20.00000
ILSVRC2012_val_00000492.png	albatross	-0.23132	6	hummingbird	bubble	19.60332
ILSVRC2012_val_00000495.png	proboscis_monkey	2.18308	inf	macaque	parallel_bars	20.00000
ILSVRC2012_val_00000496.png	grey_whale	-1.54140	1	dhole	canoe	18.80473
ILSVRC2012_val_00000498.png	common_newt	-0.05181	241	common_newt	torch	19.98802
ILSVRC2012_val_00000500.png	otterhound	2.74489	inf	cairn	candle	20.00000
ILSVRC2012_val_00000501.png	white_wolf	3.21141	inf	timber_wolf	potpie	19.99226
ILSVRC2012_val_00000502.png	fox_squirrel	2.97917	inf	fox_squirrel	corn	20.00000
ILSVRC2012_val_00000507.png	kuvasz	-0.01698	196	hog	piggy_bank	19.99892
ILSVRC2012_val_00000509.png	groom	-4.96920	1	barracouta	speedboat	16.59339
ILSVRC2012_val_00000510.png	leaf_beetle	-0.13068	13	ladybug	hip	19.85805
ILSVRC2012_val_00000511.png	Walker_hound	-0.25610	37	Walker_hound	muzzle	19.96560
ILSVRC2012_val_00000512.png	king_snake	1.28196	inf	sea_snake	coral_reef	19.99942
ILSVRC2012_val_00000517.png	red_fox	6.35557	inf	kit_fox	swab	20.00000
ILSVRC2012_val_00000518.png	mongoose	-0.79608	26	gazelle	maze	19.94133
ILSVRC2012_val_00000520.png	marmoset	4.76324	inf	marmoset	carousel	20.00000
ILSVRC2012_val_00000523.png	common_iguana	4.58114	inf	common_iguana	head_cabbage	19.99999
ILSVRC2012_val_00000524.png	cocker_spaniel	3.76669	inf	cocker_spaniel	handkerchief	19.99887
ILSVRC2012_val_00000528.png	black_grouse	-0.18910	56	black_grouse	maze	19.99981
ILSVRC2012_val_00000529.png	scuba_diver	-0.68688	29	scuba_diver	stage	19.91191
ILSVRC2012_val_00000530.png	timber_wolf	-0.13864	45	Tibetan_mastiff	muzzle	19.97563
ILSVRC2012_val_00000531.png	Greater_Swiss_Mountain_dog	1.56930	inf	Appenzeller	bulletproof_vest	19.99874
ILSVRC2012_val_00000533.png	schipperke	2.44978	inf	keeshond	dogsled	19.98951
ILSVRC2012_val_00000536.png	chow	4.25775	inf	chow	tennis_ball	19.99872
ILSVRC2012_val_00000539.png	Sussex_spaniel	1.08148	inf	Sussex_spaniel	muzzle	19.99873
ILSVRC2012_val_00000541.png	Komodo_dragon	-0.11314	8	trilobite	bubble	19.92990
ILSVRC2012_val_00000545.png	killer_whale	-0.01894	192	killer_whale	balance_beam	19.99011
ILSVRC2012_val_00000546.png	slug	-0.07772	7	snail	consomme	19.79064
ILSVRC2012_val_00000547.png	goose	3.90443	inf	goose	go-kart	19.97514
ILSVRC2012_val_00000548.png	oystercatcher	-0.07087	206	black_stork	candle	19.98743
ILSVRC2012_val_00000551.png	yellow_lady's_slipper	0.77347	inf	yellow_lady's_slipper	ear	19.97678
ILSVRC2012_val_00000552.png	water_buffalo	0.08116	inf	water_buffalo	oxcart	19.98936
ILSVRC2012_val_00000553.png	chimpanzee	3.61420	inf	baboon	caldron	19.99771
ILSVRC2012_val_00000565.png	guinea_pig	-0.01643	1	Italian_greyhound	bubble	18.67320
ILSVRC2012_val_00000570.png	goldfinch	4.11520	inf	goldfinch	go-kart	19.99981
ILSVRC2012_val_00000576.png	partridge	5.82576	inf	partridge	packet	20.00000
ILSVRC2012_val_00000577.png	bittern	2.60967	inf	bittern	ear	19.99899
ILSVRC2012_val_00000578.png	dugong	-0.42100	3	dugong	bubble	19.75607
ILSVRC2012_val_00000581.png	sulphur_butterfly	-0.07652	16	sulphur_butterfly	bubble	19.90531
ILSVRC2012_val_00000585.png	mongoose	3.25040	inf	llama	ear	20.00000
ILSVRC2012_val_00000588.png	Irish_terrier	-0.00821	217	Maltese_dog	feather_boa	19.99950
ILSVRC2012_val_00000590.png	Samoyed	1.30769	inf	collie	shovel	20.00000
ILSVRC2012_val_00000592.png	American_black_bear	-0.07738	145	American_black_bear	unicycle	19.99988
ILSVRC2012_val_00000593.png	spoonbill	0.18460	inf	American_egret	quill	20.00000
ILSVRC2012_val_00000594.png	Appenzeller	4.42170	inf	Saint_Bernard	maypole	20.00000
ILSVRC2012_val_00000597.png	Indian_elephant	-0.00956	148	tusker	poncho	19.98745
ILSVRC2012_val_00000599.png	beagle	-0.00853	150	beagle	muzzle	19.98332
ILSVRC2012_val_00000600.png	leopard	5.46061	inf	jaguar	candle	20.00000
ILSVRC2012_val_00000603.png	kelpie	0.76249	inf	Boston_bull	muzzle	20.00000
ILSVRC2012_val_00000604.png	dingo	3.38799	inf	dingo	tennis_ball	19.99608
ILSVRC2012_val_00000609.png	grey_whale	-0.57549	12	grey_whale	bubble	19.98847
ILSVRC2012_val_00000610.png	jaguar	5.53634	inf	jaguar	strawberry	20.00000
ILSVRC2012_val_00000612.png	Norwich_terrier	-0.10684	79	cairn	bubble	19.99878
ILSVRC2012_val_00000613.png	Blenheim_spaniel	5.57238	inf	Blenheim_spaniel	breastplate	20.00000
ILSVRC2012_val_00000617.png	hamster	4.34994	inf	hamster	paper_towel	19.99968
ILSVRC2012_val_00000618.png	sulphur_butterfly	3.82189	inf	sulphur_butterfly	buckeye	19.99988
ILSVRC2012_val_00000625.png	ladybug	3.69947	inf	ladybug	hip	20.00000
ILSVRC2012_val_00000628.png	echidna	0.89955	inf	sea_urchin	coral_reef	20.00000
ILSVRC2012_val_00000635.png	boxer	-0.18596	34	American_Staffordshire_terrier	muzzle	19.93585
ILSVRC2012_val_00000638.png	bulbul	4.35547	inf	bulbul	maraca	20.00000
ILSVRC2012_val_00000639.png	damselfly	-0.16974	10	damselfly	spider_web	19.37592
ILSVRC2012_val_00000642.png	guinea_pig	-0.08035	169	hen	ear	19.99724
ILSVRC2012_val_00000643.png	clumber	2.65838	inf	Chihuahua	tennis_ball	20.00000
ILSVRC2012_val_00000644.png	hare	-0.22786	2	hare	volcano	18.78750
ILSVRC2012_val_00000648.png	crane	-0.14885	103	crane	bubble	19.99302
ILSVRC2012_val_00000650.png	leopard	-0.01621	44	jaguar	bubble	19.99301
ILSVRC2012_val_00000651.png	brambling	-0.01268	10	jay	plastic_bag	19.38609
ILSVRC2012_val_00000655.png	wallaby	3.42424	inf	wild_boar	digital_clock	20.00000
ILSVRC2012_val_00000657.png	giant_panda	-0.04818	2	hog	piggy_bank	19.25396
ILSVRC2012_val_00000658.png	keeshond	-0.00071	266	keeshond	muzzle	20.00000
ILSVRC2012_val_00000661.png	hog	-0.44604	77	silky_terrier	bubble	19.97354
ILSVRC2012_val_00000665.png	English_springer	3.05053	inf	cocker_spaniel	tennis_ball	20.00000
ILSVRC2012_val_00000668.png	Chesapeake_Bay_retriever	0.06544	inf	Weimaraner	tennis_ball	19.99991
ILSVRC2012_val_00000669.png	isopod	3.11914	inf	isopod	balance_beam	20.00000
ILSVRC2012_val_00000672.png	Border_collie	-0.00261	94	Chihuahua	bubble	19.99579
ILSVRC2012_val_00000675.png	marmot	2.51093	inf	beaver	mousetrap	20.00000
ILSVRC2012_val_00000679.png	tick	2.87461	inf	barn_spider	spider_web	20.00000
ILSVRC2012_val_00000683.png	green_lizard	2.97279	inf	African_chameleon	ear	19.99176
ILSVRC2012_val_00000685.png	wood_rabbit	3.79043	inf	wood_rabbit	broccoli	20.00000
ILSVRC2012_val_00000688.png	rock_python	2.42679	inf	rock_python	hair_slide	20.00000
ILSVRC2012_val_00000689.png	chiton	5.35378	inf	chiton	shield	20.00000
ILSVRC2012_val_00000690.png	white_stork	5.85063	inf	white_stork	thresher	19.99256
ILSVRC2012_val_00000692.png	rhinoceros_beetle	3.72082	inf	tiger_beetle	ocarina	20.00000
ILSVRC2012_val_00000694.png	Sealyham_terrier	3.56414	inf	Sealyham_terrier	plastic_bag	20.00000
ILSVRC2012_val_00000695.png	guenon	4.86203	inf	squirrel_monkey	mousetrap	20.00000
